15	1.956610889	2.522831806	2.578865539	2.579702942
15.1	1.929122165	2.516855965	2.575705329	2.581174678
15.2	1.901283622	2.507740043	2.574346592	2.582006476
15.3	1.873375676	2.500305414	2.57419151	2.583375961
15.4	1.845233534	2.492493714	2.571141192	2.583646542
15.5	1.816167445	2.482251083	2.567202965	2.587025603
15.6	1.787747363	2.472277138	2.56547955	2.589025038
15.7	1.754649506	2.462622463	2.562444767	2.589635382
15.8	1.726293144	2.455792725	2.56106212	2.589926422
15.9	1.686639706	2.437798588	2.553272244	2.592566534
16	1.650279237	2.421443095	2.546030522	2.59383278
16.1	1.616108459	2.406960104	2.540217826	2.593917994
16.2	1.584845419	2.393243636	2.534553551	2.591626318
16.3	1.555482691	2.380915897	2.528898945	2.591608051
16.4	1.526720205	2.368633634	2.52634676	2.591118263
16.5	1.497245481	2.35847015	2.522984938	2.592120825
16.6	1.469775411	2.346807852	2.518967325	2.59356934
16.7	1.429087053	2.325064457	2.510516481	2.595670899
16.8	1.395324302	2.304857923	2.5024999	2.598902048
16.9	1.361638257	2.283579418	2.493453302	2.600137264
17	1.329140519	2.26292174	2.4840346	2.600622158
17.1	1.29528503	2.239755925	2.472941087	2.602614834
17.2	1.26327871	2.214994929	2.462594743	2.601947398
17.3	1.232802643	2.190896566	2.452395978	2.60224052
17.4	1.204705336	2.167222584	2.440261103	2.602489467
17.5	1.176838161	2.143264435	2.428063398	2.603160659
17.6	1.150404412	2.114841082	2.416504708	2.605792869
17.7	1.127491221	2.087852737	2.404109961	2.607116174
17.8	1.105442187	2.060829402	2.391897831	2.609030703
17.9	1.085118947	2.032672288	2.377241947	2.610411272
18	1.066846543	2.002823273	2.363402701	2.609471667
18.1	1.049351107	1.972782989	2.349079818	2.609308602
18.2	1.032836919	1.944556387	2.333903487	2.609484453
18.3	1.016377845	1.913580221	2.317416459	2.610990594
18.4	1.001828058	1.878556267	2.300968249	2.610506179
18.5	0.988130018	1.844453395	2.283713444	2.611336606
18.6	0.975670046	1.810655514	2.266876844	2.612392499
18.7	0.964899837	1.774813572	2.245980765	2.612413296
18.8	0.954817169	1.739210453	2.226217089	2.611462071
18.9	0.946159202	1.70308288	2.204238578	2.608251328
19	0.936882212	1.668591695	2.183980069	2.604446618
19.1	0.931190957	1.633146644	2.162362983	2.602628295
19.2	0.925294678	1.595181558	2.141194353	2.600835142
19.3	0.920112992	1.557348734	2.120584342	2.600698298
19.4	0.914909738	1.517314035	2.097930345	2.600708826
19.5	0.910180081	1.47592426	2.074159051	2.601060271
19.6	0.905485986	1.436652428	2.049131251	2.597963624
19.7	0.90072084	1.397747535	2.023307578	2.592251331
19.8	0.897642573	1.359378244	1.996956423	2.586760704
19.9	0.89533811	1.320814234	1.970292847	2.584088547
20	0.892977719	1.28212965	1.942494494	2.580446898
20.1	0.890873738	1.243347927	1.915766328	2.576860448
20.2	0.888196108	1.20344927	1.882461846	2.571354985
20.3	0.886524033	1.165342117	1.85119128	2.567111002
20.4	0.883564565	1.126769248	1.817082757	2.559647747
20.5	0.881574788	1.091004515	1.783607628	2.551979975
20.6	0.880622362	1.055184035	1.75090179	2.544312006
20.7	0.879551829	1.021278841	1.719465467	2.536719374
20.8	0.877994105	0.989461641	1.686831649	2.526863002
20.9	0.876093155	0.959413174	1.656919619	2.517711166
21	0.874197845	0.931184986	1.62142931	2.506807648
21.1	0.87280384	0.90431492	1.587627178	2.495895481
21.2	0.872470586	0.878148871	1.551043064	2.485499227
21.3	0.871743048	0.853397473	1.513280168	2.474872856
21.4	0.872892086	0.829499716	1.476350884	2.464194862
21.5	0.873589164	0.806122526	1.439854588	2.451912064
21.6	0.873246924	0.783587307	1.404800887	2.439541043
21.7	0.87208072	0.763381258	1.36941975	2.426137983
21.8	0.872353155	0.745037386	1.331588912	2.411551588
21.9	0.873019267	0.727463245	1.29361416	2.397192508
22	0.874987562	0.712137915	1.254037824	2.383722024
22.1	0.87549016	0.696385443	1.212452524	2.36804499
22.2	0.878143025	0.682648495	1.172766735	2.350637871
22.3	0.87959839	0.667736271	1.134063434	2.332479654
22.4	0.879143255	0.654092625	1.097617436	2.313688523
22.5	0.878502183	0.641276567	1.059722224	2.295407742
22.6	0.879217023	0.628678016	1.02393791	2.2765539
22.7	0.878600133	0.616206885	0.98892509	2.258239122
22.8	0.879312881	0.604771955	0.953261509	2.239819189
22.9	0.877772947	0.594137	0.918834635	2.219618598
23	0.877198503	0.584051072	0.886537526	2.197295098
23.1	0.876380556	0.574633078	0.855152059	2.176380571
23.2	0.876331523	0.566579083	0.826900014	2.153140437
23.3	0.8779505	0.557962667	0.799660816	2.131638638
23.4	0.878995177	0.549189917	0.775288679	2.106808273
23.5	0.881926282	0.540983201	0.751259079	2.080416203
23.6	0.884459226	0.534657295	0.729852029	2.053600237
23.7	0.886426642	0.528138061	0.710018228	2.025306322
23.8	0.887993882	0.521108093	0.691733479	1.996787391
23.9	0.892027641	0.516474366	0.675795129	1.969104407
24	0.896929191	0.512869363	0.662528358	1.942399895
24.1	0.901674884	0.509087834	0.650261134	1.916510814
24.2	0.906458738	0.505150424	0.639154385	1.88902647
24.3	0.912165644	0.502467853	0.629547895	1.85945028
24.4	0.916445181	0.49863353	0.621456133	1.82992467
24.5	0.922010341	0.493919696	0.614827579	1.799737655
24.6	0.928764481	0.488624299	0.608902685	1.767694757
24.7	0.938320193	0.484906271	0.605080983	1.734983347
24.8	0.948195222	0.482109727	0.602983379	1.703091156
24.9	0.961388364	0.479612623	0.601469041	1.668700377
25	0.976961761	0.477492949	0.601585198	1.635258947
25.1	0.996025072	0.475495417	0.601031361	1.600909127
25.2	1.017841935	0.472540873	0.600797265	1.568241148
25.3	1.04291914	0.471008431	0.601121274	1.534960132
25.4	1.070887168	0.468754252	0.602696416	1.500334981
25.5	1.100850492	0.46680939	0.605244506	1.466769058
25.6	1.132874381	0.465408513	0.608312248	1.431769358
25.7	1.167493365	0.465291891	0.612867584	1.39461334
25.8	1.202539515	0.46328644	0.616570304	1.358967045
25.9	1.237759071	0.461697054	0.620396352	1.324974879
26	1.272311216	0.460459438	0.623329986	1.290370224
26.1	1.304261429	0.460327926	0.626036284	1.256483895
26.2	1.335367865	0.459862683	0.630028001	1.223724396
26.3	1.366311144	0.4588829	0.632473727	1.191982713
26.4	1.397925584	0.459241213	0.636730938	1.159075381
26.5	1.4311465	0.459266054	0.639859865	1.126871769
26.6	1.461909565	0.459488227	0.643994293	1.095099884
26.7	1.493533683	0.460376523	0.649005796	1.066338146
26.8	1.525321147	0.460380596	0.653290114	1.037286361
26.9	1.556852168	0.46137125	0.658119709	1.009711191
27	1.589217363	0.461356374	0.661935794	0.98289416
27.1	1.621566489	0.462308576	0.666886504	0.957676078
27.2	1.653310604	0.463069928	0.671695249	0.932881053
27.3	1.686032995	0.464086887	0.675439228	0.909528976
27.4	1.716681957	0.466313068	0.679662941	0.887693396
27.5	1.748576224	0.469622712	0.682661706	0.867654698
27.6	1.780987471	0.473549155	0.685739994	0.84960576
27.7	1.811767305	0.478647916	0.688426054	0.832420385
27.8	1.841190326	0.484583048	0.691631854	0.816204895
27.9	1.869841414	0.491129417	0.695441182	0.802701656
28	1.897358549	0.49967025	0.699878297	0.788826756
28.1	1.92397455	0.507857192	0.704030389	0.776823269
28.2	1.94977765	0.518076713	0.707088352	0.764919576
28.3	1.975299036	0.531185271	0.709112605	0.753792237
28.4	1.999947236	0.546430592	0.71127951	0.743365114
28.5	2.021769917	0.56468479	0.714935085	0.732502118
28.6	2.041831004	0.58541643	0.717968923	0.723257406
28.7	2.062481691	0.610417194	0.721602418	0.715322835
28.8	2.082476714	0.641710075	0.725490847	0.707486763
28.9	2.101167448	0.677254539	0.729850638	0.701339483
29	2.121140443	0.719770501	0.733749305	0.695063818
29.1	2.141127462	0.76397944	0.735679053	0.689925995
29.2	2.162095226	0.811837797	0.740044542	0.685564041
29.3	2.181244086	0.85759569	0.744230294	0.681261391
29.4	2.198588403	0.903081333	0.748888725	0.67770393
29.5	2.215149274	0.946322952	0.754664494	0.674646909
29.6	2.230471002	0.98609598	0.760138222	0.671746642
29.7	2.246163831	1.025753326	0.766685472	0.669661871
29.8	2.262376244	1.067019615	0.773646263	0.66799182
29.9	2.278037066	1.106910708	0.782500732	0.667295771
30	2.293284604	1.147058732	0.793198477	0.666963785
30.1	2.30645634	1.188515626	0.805911633	0.667978514
30.2	2.321913027	1.231371398	0.81974407	0.665591981
30.3	2.336323112	1.271965042	0.835144888	0.660566347
30.4	2.351297912	1.313431707	0.855146526	0.655493385
30.5	2.363883768	1.355371475	0.87680621	0.650589181
30.6	2.377416558	1.399131041	0.902812999	0.645933416
30.7	2.389126097	1.43909039	0.932461165	0.642677342
30.8	2.399363498	1.478094831	0.964815177	0.640466212
30.9	2.406823908	1.518309976	1.000252937	0.641083154
31	2.417030046	1.555544326	1.035191113	0.640091826
31.1	2.427128926	1.592812001	1.07040584	0.639642038
31.2	2.436092616	1.629485555	1.106248502	0.64030573
31.3	2.442464573	1.663665211	1.141697628	0.641054449
31.4	2.449457805	1.698480111	1.176747458	0.642571581
31.5	2.457754408	1.729411454	1.212439874	0.643630629
31.6	2.464799158	1.76367233	1.247660353	0.64501822
31.7	2.468088926	1.795786423	1.284355423	0.646272427
31.8	2.474662038	1.827414318	1.32208078	0.647931216
31.9	2.481739571	1.858960285	1.357124018	0.649922753
32	2.486860271	1.88768584	1.392198199	0.651532434
