15	0.188245899	0.028153835	0.015443932	0.016234207
15.1	0.20524643	0.03506317	0.016843311	0.012057115
15.2	0.211911834	0.042217886	0.021595688	0.012658114
15.3	0.229150355	0.050336809	0.015556396	0.015611714
15.4	0.232854631	0.042514208	0.018448997	0.011387236
15.5	0.244593494	0.046859674	0.020508606	0.009664572
15.6	0.245440404	0.048933766	0.018863388	0.016756959
15.7	0.250382139	0.054084404	0.026080121	0.012254381
15.8	0.260379069	0.049850802	0.025689424	0.015077016
15.9	0.273280726	0.056559647	0.023645676	0.01603648
16	0.274460759	0.054672375	0.034653215	0.009141011
16.1	0.313951057	0.086548216	0.054322779	0.018654813
16.2	0.289896614	0.058738143	0.026510266	0.017755191
16.3	0.301831795	0.069016147	0.025746916	0.013893644
16.4	0.308698191	0.064001859	0.033346335	0.018047267
16.5	0.314659516	0.072300465	0.039516037	0.010362697
16.6	0.333796777	0.07898579	0.036147966	0.019991427
16.7	0.335444976	0.079100608	0.039182471	0.022105286
16.8	0.344751249	0.081956731	0.037433868	0.022276782
16.9	0.345577689	0.072958696	0.043988145	0.021452091
17	0.353113883	0.082698306	0.050375142	0.013874891
17.1	0.366441895	0.07788335	0.037389774	0.011019097
17.2	0.36899602	0.085428779	0.050148622	0.020867202
17.3	0.377934504	0.089901921	0.04785333	0.019167439
17.4	0.377585499	0.088570066	0.042458462	0.017100004
17.5	0.39927129	0.097471985	0.055127766	0.022446896
17.6	0.389775047	0.097686806	0.046323596	0.018510225
17.7	0.400145202	0.101293139	0.050716459	0.022052372
17.8	0.409661547	0.098818242	0.046083312	0.024636319
17.9	0.408685638	0.109540006	0.054286392	0.023498895
18	0.427055199	0.10143556	0.055189584	0.032377824
18.1	0.423166873	0.113388811	0.056859955	0.026070919
18.2	0.434477312	0.103871398	0.062852036	0.034945784
18.3	0.426976308	0.101900241	0.055637904	0.024228099
18.4	0.440532339	0.116268298	0.058389102	0.033265462
18.5	0.441844209	0.104765969	0.058635309	0.031589412
18.6	0.450969088	0.102503537	0.05615497	0.04077405
18.7	0.46243502	0.112737322	0.061965507	0.040633915
18.8	0.45425379	0.121029259	0.055127146	0.042566083
18.9	0.469498265	0.111296513	0.064300685	0.041224144
19	0.468435878	0.113620953	0.062308277	0.042410024
19.1	0.469886392	0.121382105	0.064115969	0.043946554
19.2	0.483705949	0.114429131	0.073189565	0.054209594
19.3	0.480192761	0.119086624	0.068961324	0.055531559
19.4	0.4899867	0.128830918	0.082415944	0.047427124
19.5	0.486837449	0.121135871	0.082386335	0.057100283
19.6	0.498683425	0.132555397	0.079314838	0.063278124
19.7	0.496125511	0.119077609	0.085468196	0.060852257
19.8	0.499289725	0.130371756	0.090764326	0.062127321
19.9	0.502633508	0.125034268	0.08857224	0.064797803
20	0.50783218	0.127935461	0.095058901	0.072710202
20.1	0.517641781	0.128626045	0.108378657	0.072333014
20.2	0.51016677	0.117433702	0.097375615	0.075580215
20.3	0.52447062	0.120826496	0.11179587	0.07905048
20.4	0.514766056	0.116535599	0.113653818	0.084415722
20.5	0.526622166	0.117636159	0.12063628	0.073910207
20.6	0.527642859	0.10942877	0.125633651	0.080712566
20.7	0.52991431	0.113046306	0.122600591	0.076688525
20.8	0.538447304	0.106601977	0.133749068	0.084949418
20.9	0.529424226	0.108869284	0.128873583	0.09073265
21	0.541699379	0.10591757	0.134978306	0.086302722
21.1	0.537100584	0.107133255	0.140050995	0.08226914
21.2	0.545399483	0.102884052	0.146950707	0.087308842
21.3	0.54551092	0.102658214	0.147273292	0.094929381
21.4	0.542557255	0.103142995	0.147573031	0.081554553
21.5	0.551335016	0.094287066	0.164426558	0.083453002
21.6	0.544336282	0.096655115	0.155188627	0.081142337
