0	13,879938	13,673000
1	13,811531	13,630719
2	13,693625	13,679188
3	13,668875	13,700844
4	13,580875	13,622469
5	13,631063	13,680563
6	13,672313	13,671969
7	13,614219	13,742438
8	13,519688	13,759625
9	13,612844	13,782656
10	13,748625	13,779219
11	13,739000	13,778531
12	13,640688	13,791938
13	13,611469	13,845219
14	13,734531	13,873750
15	13,619375	13,814281
16	13,664063	13,880625
17	13,715625	13,920156
18	13,678156	13,874438
19	13,745875	13,847281
20	13,746906	13,838344
21	13,775781	13,882000
22	13,744844	13,926344
23	13,637250	13,887844
24	13,657188	13,881313
25	13,668188	13,880625
26	13,662344	13,866875
27	13,592219	13,808781
28	13,541000	13,750000
29	13,574688	13,734531
30	13,617313	13,720094
31	13,623500	13,666125
32	13,626938	13,652719
33	13,770625	13,623156
34	13,818406	13,525875
35	13,872375	13,579844
36	13,911906	13,583969
37	13,815656	13,565063
38	13,816000	13,478094
39	13,859313	13,429625
40	13,887156	13,455750
41	13,917406	13,458844
42	13,913281	13,529656
43	13,950750	13,466750
44	13,879250	13,480156
45	13,895750	13,554406
46	13,939406	13,608719
47	13,860688	13,690188
48	13,872031	13,723188
49	13,805344	13,788500
50	13,863781	13,864469
51	13,844188	13,874438
52	13,844188	13,878219
53	13,755844	13,788500
54	13,781281	13,763750
55	13,774063	13,691563
56	13,744156	13,684344
57	13,709094	13,666469
58	13,769594	13,692938
59	13,737969	13,792969
60	13,668875	13,828031
61	13,647219	13,895063
62	13,689844	13,930813
63	13,794000	14,008500
64	13,893688	14,018125
65	13,957281	13,964156
66	13,982719	13,879594
67	14,076563	13,863094
68	13,982375	13,805000
69	13,948344	13,763750
70	13,959344	13,784031
71	13,974469	13,743469
72	14,074500	13,742094
73	14,100625	13,750688
74	14,126750	13,731438
75	14,133281	13,704281
76	14,250500	13,674031
77	14,284875	13,596344
78	14,200656	13,598750
79	14,165250	13,544094
80	14,099594	13,473969
81	14,070719	13,505938
82	14,030844	13,572281
83	14,029125	13,523469
84	13,967938	13,420344
85	13,940094	13,445438
86	13,934250	13,468813
87	13,888875	13,511094
88	13,987875	13,504563
89	14,076563	13,539625
90	14,015031	13,541688
91	14,148063	13,584313
92	14,190344	13,623500
93	14,158031	13,612844
94	14,101656	13,576406
95	14,046313	13,588094
96	13,953500	13,553375
97	13,943188	13,549250
98	13,983063	13,501469
