time	arc length (micron)
	0.000	0.344	0.688	1.031	1.375	1.719	2.062	2.406	2.750	3.094	3.438	3.781	4.125	4.469	4.812	5.156	5.500	5.844	6.188	6.531	6.875	7.219	7.562	7.906	8.250	8.594	8.938	9.281	9.625	9.969	10.312	10.656	11.000	11.344	11.688	12.031	12.375	12.719	13.062	13.406	13.750	14.094	14.438	14.781	15.125	15.469	15.812	16.156	16.500	16.844	17.188	17.531	17.875	18.219	18.562	18.906	19.250	19.594	19.938	20.281	20.625	20.969	21.312	21.656	22.000	22.344	22.688	23.031	23.375	23.719	24.062	24.406	24.750	25.094	25.438	25.781	26.125	26.469	26.812	27.156	27.500	27.844	28.188	28.531	28.875	29.219	29.562	29.906	30.250	30.594	30.938	31.281	31.625	31.969	32.312	32.656	33.000	33.344	33.688	34.031	34.375	34.719	35.062	35.406	35.750	36.094	36.438	36.781	37.125	37.469	37.812	38.156	38.500	38.844	39.188	39.531	39.875	40.219	40.562	40.906	41.250	41.594	41.938	42.281	42.625	42.969	43.312	43.656	44.000	44.344	44.688	45.031	45.375	45.719	46.062	46.406	46.750	47.094	47.438	47.781	48.125	48.469	48.812	49.156	49.500	49.844	50.188	50.531	50.875	51.219	51.562	51.906	52.250	52.594	52.938	53.281	53.625	53.969	54.312	54.656	55.000	55.344	55.688	56.031	56.375	56.719	57.062	57.406	57.750	58.094	58.438	58.781	59.125	59.469	59.812	60.156	60.500	60.844	61.188
0	27.917274	28.059274	28.409888	28.718740	28.917464	29.226526	29.575482	29.743431	30.001170	30.243841	30.395639	30.534100	30.550211	30.543590	30.453452	30.539371	30.653790	30.739142	30.786528	30.817775	30.837755	30.829268	30.920852	31.058415	31.042595	31.099888	31.076033	31.035096	30.978404	30.938648	30.901230	30.935955	31.007496	31.088998	31.155996	31.208180	31.316312	31.363179	31.412414	31.420238	31.498610	31.670410	31.793870	31.911318	32.084415	32.220355	32.381393	32.419866	32.456185	32.453012	32.400769	32.253765	32.223856	32.049691	31.846062	31.463377	31.310921	31.365349	31.225286	30.840639	30.760415	31.047326	31.075023	30.770365	30.854395	30.990204	31.372080	31.702738	31.877785	32.022552	32.258968	32.483677	32.429929	32.258355	32.439638	32.407155	32.382011	32.010167		32.368772	32.376232	32.378601	32.547872	32.568503	32.515413	32.407108	32.267822	32.126401	32.002572	31.868390	31.739178	31.514141	31.404068	31.293347	31.130025	31.052528																																																																																		
1	28.672329	28.909852	29.172499	29.461970	29.785029	30.022067	30.205337	30.516102	30.559116	30.537566	30.848151	30.880758	30.934506	30.321710	30.475579	30.727464	31.014846	31.079141	30.834769	30.492365	30.581404	30.703843	30.923789	31.166782	31.060457	31.192829	31.530852	31.616963	31.739478	31.905313	32.090049	32.091745	32.105641	32.019545	31.938322	31.868645	31.728561	31.663938	31.574491	31.454308	31.470054	31.522439	31.585227	31.658891	31.742119	31.833729	31.891497	31.940630	31.961606	31.967367	31.989886	31.985616	31.989940	32.039976	32.054611	32.174223	32.234690	32.327635	32.422022	32.512225	32.550685	32.507841	32.509375	32.346178	32.251319	32.231272	32.150844	32.187447	32.409050	32.516146	32.616573	32.622197	32.781830	32.732855	32.722962	32.661689	32.319096	32.040412	31.750373	31.529429	31.325419	31.047630	30.737817	30.462427	30.211825	30.207392	30.392557	30.675537	30.999882	31.201242	31.398205	31.725051	32.019655	32.255307	32.202259	32.191062	32.095650	31.922537	31.714936	31.560102	31.412171	31.292736	31.328160	31.206440	31.148332		30.625732	30.966020	30.934949																																																																					
2	29.103540	29.000983	29.196046	29.349764	29.541658	29.785319	30.056855	30.320826	30.520627	30.722281	30.851017	31.004328	31.143392	31.185796	31.229999	31.233451	31.202763	31.169232	31.170881	31.201250	31.236301	31.190668	31.065438	30.999137	30.812898	30.588810	30.447042	30.405828	30.328348	30.424395	30.533493	30.759210	31.052314	31.235588	31.503330	31.729768	31.984829	32.237212	32.292503	32.299733	32.367272	32.348200	32.320964	32.236602	32.186155	32.150873	32.017155	31.910319	31.870919	31.743134	31.556230	31.571612	31.556718	31.583874	31.662235	31.748683	31.847243	31.912255	32.010362	32.065438	32.123661	32.192691	32.282527	32.355075	32.432687	32.475852	32.565209	32.623937	32.676505	32.720043	32.806553	32.874486	32.842148	32.933637	33.016049	32.878476	32.756548	32.416268	32.342139	32.016186	31.884915	31.786749	31.609201	31.587178	31.703816	31.535834	31.174485	31.022857	30.928268	30.857782	30.712565	30.728294	30.382440	30.475598	30.413277	30.301233	30.081134	29.972442	30.073971	30.290385	30.435726	30.649972	30.927870	31.130147	31.400020	31.646156	31.828206	32.083659	32.265860	32.461215	32.636087	32.890202	33.188665																																																																	
3	29.349346	29.288293	29.319415	29.441266	29.623083	29.870480	30.104429	30.396645	30.697014	30.980081	31.308066	31.666933	31.841277	31.770991	31.697593	31.596071	31.455118	31.321431	31.132145	31.002958	30.901310	30.741101	30.615543	30.455816	30.405084	30.325760	30.333478	30.312299	30.316920	30.334888	30.335695	30.340820	30.287037	30.433937	30.551838		31.043643	31.139416	31.129942	31.359209	31.584661	31.855657	32.108741	32.076726	31.869787	32.037767	31.887816	31.542964	31.349098	31.637545	31.503482	31.325030	31.236069	31.259761	31.399028	31.475923	31.427525	31.484432	31.600199	31.209335	30.987009	30.724330	30.572715	30.411641	30.112595	29.833331	29.871898	30.195177	30.447241	30.703385	30.864335	31.127862	31.321515	31.632799	31.779739	31.810083	31.878367	31.908435	31.995621	32.039360	32.205011	32.255036	32.353595	32.418126	32.482544	32.493423	32.501329	32.465002	32.493028	32.439304	32.396223	32.391344	32.446222	32.542150	32.608725	32.666220	32.704617	32.814954	32.898343	32.887082	32.864190	32.877376	32.775988	32.712138	32.637597	32.618027	32.441716	32.350926	31.944639	31.882287	31.789667	31.485890	31.205705	30.945843	30.793276	30.509020	30.286801	30.087148	29.915081	29.858004	29.870899	29.971796	30.124334	30.547885	30.784556	31.009374	31.250771	31.249449	31.418700																																																	
4	29.780844	29.564182	29.519445	29.407655	29.535022	29.718139	30.019377	30.180560	30.473241	30.748403	30.880693	31.141332	31.387558	31.640034	31.734613	31.776001	31.763145	31.645336	31.593671	31.516601	31.417893	31.307327	31.281095	31.193313	31.134116	31.108840	31.084652	31.075748	31.027800	30.948677	30.813492	30.644516	30.471366	30.358837	30.208961	30.098652	29.892125	29.747211	29.630717	29.537444	29.408732	29.337188	29.243905	29.258152	29.266571	29.279678	29.269262	29.320447	29.319283	29.291152	29.340322	29.384704	29.506803	29.495709	29.536508	29.803396	29.800351	29.900280	29.982987	30.229266	30.221969	30.241437	30.283469	30.273721	30.393276	30.389497	30.482657	30.732484	30.757947	30.806633	30.910866	31.061741	30.858472	30.770695	30.667338	30.372182	30.459315	30.660180	30.948960	31.193471	31.363668	31.610010	31.926943	32.232819	32.431493	32.389674	32.363732	32.372266	32.215238	32.087217	32.113283	31.987015	31.855551	31.885253	31.887048	31.810361	31.840305	31.907804	31.991193	32.073882	32.152677	32.266861	32.361108	32.472488	32.557544	32.690766	32.809812	32.889484	33.014987	33.114858	33.267110	33.368731	33.418503	33.309403	33.240418	33.218038	33.073745	32.913612	32.686979	32.491712	32.294843	32.373258	32.075455	31.770610	31.545747	31.413494	31.391158	31.250058	31.220134	31.407085	31.448751	31.394357	31.369129	31.416472	31.267408		31.070550	30.834174	30.725927	30.486743	30.415793	30.629718		30.559220	30.761766	30.838467	30.924409	31.056078	31.282363	31.511702		32.027973	32.309083	32.386823																								
5	29.626733	29.441561	29.397784	29.454926	29.637275	29.957424	30.161039	30.424603	30.686121	31.021424	31.264098	31.484767	31.734128	31.837492	31.927569	31.954087	31.948183	32.016567	32.026096	31.927723	31.741865	31.525557	31.312250	31.091524	30.861581	30.702575	30.473209	30.228600	30.120183	30.242017	30.325975	30.365089	30.400236	30.442595	30.489948	30.521165	30.555513	30.582959	30.581727	30.608989	30.605409	30.612198	30.607961	30.624689	30.631404	30.623120	30.552641	30.503700	30.295259	30.072577	29.867376	29.654050	29.461755	29.269532	29.093549	28.981102	28.865500	28.906498	28.847620	28.861854	29.078831	29.306730	29.607261	29.790677	30.132596	30.451360	30.600433	30.672725	30.691221	31.081509	30.675807	30.582327	30.512247	30.499712	30.445476	30.161271	29.954133	29.994362	30.025199	30.134041	30.336473	30.511890	30.603528	30.733537	30.877800	31.038800	31.117918	31.208064	31.291854	31.346464	31.310299	31.220755	31.227193	31.104662	30.988247	30.973348	31.111780	31.274298	31.407120	31.609389	31.684664	31.863665	31.881916	31.823164	31.729935	31.610947	31.514001	31.405374	31.396271	31.526762	31.651892	31.871808	31.990769	32.212701	32.374256	32.417980	32.405612	32.431103	32.313078	32.338274	32.321940	32.269944	32.241404	32.304443	32.294385	32.222046	32.258802	32.279672	32.195727	32.030682		32.142197	32.330646	32.422056	32.620692	32.594623	32.759393	32.996529	33.134833	33.220920	33.456737	33.594714	33.609161	33.672536	33.751790																																	
6	29.464353	29.458898	29.457190	29.524734	29.625944	29.844666	30.123603	30.392054	30.598638	30.839374	31.067067	31.219378	31.387575	31.591267	31.747202	31.885199	32.018661	32.124089	32.249318	32.343871	32.357298	32.385342	32.337093	32.236500	32.063397	31.852763	31.575761	31.279006	30.972790	30.797067	30.578730	30.244699	29.952334	29.844095	30.067549	30.329906	30.558748	30.780561	30.956856	31.136236	31.073099	30.848843	30.812812	30.608285	30.455901	30.454556	30.500032	30.555566	30.656250	30.761901	30.792896	30.820215	30.863976	30.863407	30.873431	30.890624	30.912233	30.957247	30.977511	30.936922	30.961323	30.947672	30.888062	30.926102	31.018298	30.976832	31.139660	31.293556	31.296945	31.371470	31.581345	31.746723	32.004431	32.028103	32.120625	32.275455	32.287115	32.327302	32.366936	32.332703	32.497151	32.494100	32.487419	32.242142	32.253591	32.179691	32.041765	31.915068	31.676087	31.398411	31.460280	31.145977	31.287568	31.221300	31.122986	31.091996	31.371434	31.371981	31.456216	31.551774	31.380563	31.582259	31.748260	31.488552	31.200569	31.014236	31.019562	31.049693	30.747103	30.711557	30.665642	30.658436	30.644662	30.738604	30.778720	30.761581	30.843860	30.936981	30.961097	31.078511	31.159061	31.300190	31.351491	31.525056	31.643718	31.674099	31.756338	31.880475	32.023789	32.007490	32.148947	32.150375	32.234643	32.476392	32.614851	32.732517	32.873774	33.116934	33.198557	33.117254	33.225667	33.069355	33.410179	33.643372	33.754946	33.605453			34.474886	34.133214	34.013298																											
7	28.914031	28.973009	29.223548	29.546624	29.740065	29.945979	30.211076	30.414217	30.618849	30.850109	31.061057	31.253919	31.401910	31.594154	31.661767	31.566167	31.490611	31.408319	31.322030	31.209714	31.103025	31.024713	30.985074	30.994590	31.045544	31.175674	31.342765	31.526324	31.741931	31.878631	31.846582	31.842573	31.652040	31.418280	31.153394	30.878187	30.523090	30.292252	30.082254	29.791693	29.715519	29.909698	29.941939	30.174472	30.544367	30.816730	31.097190	31.367816	31.752208	31.930026	32.167901	32.144044	32.324199	32.580784	32.748277	32.626806	32.348331	32.006639	31.788411	31.494848	31.104377	30.964433	30.850104	30.641412	30.552238	30.544998	30.613617	30.715725	30.780018	30.840914	30.917205	30.943455	30.951383	30.943782	30.962271	31.008575	30.983395	30.979272	31.057754	31.129820	31.285896	31.427173	31.551482	31.251862	31.082157	30.897244		31.552297																																																																																										
8	28.268598	28.517010	28.806845	29.151804	29.479839	29.666698	29.898073	30.117962	30.341273	30.556085	30.761448	31.066291	31.258077	31.324762	31.425699	31.554412	31.577181	31.542060	31.449169	31.363782	31.285481	31.230134	31.245699	31.290415	31.320343	31.360274	31.415551	31.419340	31.370702	31.318177	31.278671	31.223243	31.192715	31.365566	31.385574	31.381739	31.654607	31.830406	32.039604	32.340159	32.348157	32.291133	32.499024	32.637305	32.717693	32.692576	32.689371	32.609397	32.463190	32.277377	32.117407	32.083943	31.964551	31.694180	31.610406	31.149022	31.312217	31.363047	31.728258	31.427205	31.108554	30.907754	30.728968	30.431799	30.057229	29.838937	29.904076	30.111621	30.115384	30.264432	30.289435	30.375285	30.451506	30.564138	30.544824	30.551983	30.584520	30.723226	30.788649	30.837489	30.971488	31.081048	31.188990	31.241358	31.341366	31.394059	31.469112	31.604552	31.842707																																																																																									
9	29.332777	29.572020	29.789871	29.989837	29.928848	29.882544	29.757284	29.771542	29.760585	29.672261	29.768666	29.953783	30.173930	30.364896	30.532489	30.740383	30.938690	31.076320	31.086669	31.080673	31.084414	31.047397	31.028384	30.999195	31.017470	31.058676	31.047899	31.052505	31.083703	31.127091	31.222946	31.300890	31.377834	31.575208	31.744603	31.796709	31.962181	32.164738	32.269004	32.405059	32.560461	32.658159	32.720850	32.778819	32.814628	32.831445	32.880256	32.946296	33.007914	32.989590	32.964638	32.386012	32.465044	32.776204	32.615446	32.272951	32.008705	31.682989	31.547000	31.168503	30.927559	30.798269	30.645703	30.509059	30.391048	30.359283	30.350703	30.626673	30.848225	31.061725	31.341353	31.444962	31.606007	31.871935	32.193827	32.292631	32.341077	32.120652	31.932752	31.730769	31.449932	31.305201	31.170398	31.039672	30.907134	30.935915	30.952977	30.938912	30.967695	30.900729	30.859118	30.976039	30.946553	30.983713	30.966759																																																																																			
